动画 ID,官方英文名,中文名,动画时长,事件序号,开始(s),结束(s),≤时长?,type,JumpTableID,Trigger 英文名,Trigger 中文名,重要度,字段/参数
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,13,0.3,1.6,✓,0,119,TryToInvokeForceParryMode,★ 强制进入弹反模式,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,10,0.3,1.6,✓,0,137,JumpTable_137,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,8,0.3,0.333,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100383
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,4,0.5,6.667,★延续,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=1, field_2=1.0, field_3=1.0"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,16,0.6,1.6,✓,0,11,End If LS Move Queued,缓冲: 左摇杆移动 → 取消,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,15,0.6,1.6,✓,0,31,InvokeAnimCancelEnd_UseItem,道具使用 取消窗口,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,17,0.6,1.6,✓,0,32,End If Weapon Switch Queued,缓冲: 切武器 → 取消,★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,9,0.6,1.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100367
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,11,0.6,1.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100368
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,39,0.7,0.733,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,25,1.233,1.267,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,40,1.3,1.4,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=6"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,27,1.4,1.5,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=5"
a050_130200,HardDeflectDmgMiddleF,重弹刀Dmg中前,1.6,26,1.4,1.433,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,19,0,0.7,✓,0,3,InvokeShieldBlock,★ 触发盾防御 (ArgB=角度),★★★★★,"ArgA=0.0, ArgB=90, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,17,0,1.6,✓,0,7,Disable Turning,禁止转身,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,0,0,1.6,✓,0,87,InvokeAttackAction_Complex,触发攻击判定 (复杂),★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,3,0,1.6,✓,0,117,InvokeAnimCancelEnd_L1,L1 防御 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,15,0,1.6,✓,0,133,JumpTable_133,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,16,0,1.6,✓,0,134,JumpTable_134,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,26,0,0.1,✓,16,,Blend,动画混合,★★,
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,4,0,0.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100285
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,20,0,0.033,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=380010
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,24,0,1.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100274
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,25,0,1.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100397
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,22,0,0.1,✓,96,,SpawnOneShotFFX,粒子·一次性,★★,"FFXID=30202, DummyPolyID=7, SlotID=-1, IsIgnoreDummyPolyAngle=0, IsFollowDummyPoly=0, IsRestrictToDummyPoly=0, ExtraSpawnCondition=0"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,23,0,0.1,✓,96,,SpawnOneShotFFX,粒子·一次性,★★,"FFXID=30204, DummyPolyID=7, SlotID=-1, IsIgnoreDummyPolyAngle=0, IsFollowDummyPoly=1, IsRestrictToDummyPoly=1, ExtraSpawnCondition=0"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,38,0,0.1,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=1, SoundID=6501"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,39,0,0.1,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=1, SoundID=4011"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,33,0,0.033,✓,145,,InvokeRumbleCam_Global1,震屏·全局1,★,"RumbleCamID=60, Condition=0"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,21,0,0.033,✓,401,,AddSpEffect_Multiplayer_401,添加状态效果·多人401,★★★,SpEffectID=150501
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,40,0,0.5,✓,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=4, field_2=1.0, field_3=1.0"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,18,0,0.6,✓,960,,Unknown_960,(未分类),★,
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,27,0.033,0.133,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=5"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,28,0.1,0.133,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=2001"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,1,0.2,1.6,✓,0,115,InvokeAnimCancelEnd_R1_LightKick,R1 攻击 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,2,0.2,1.6,✓,0,154,JumpTable_154,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,34,0.2,0.233,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,35,0.267,0.367,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,29,0.267,0.3,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,11,0.3,1.6,✓,0,26,End If Dodge Queued,缓冲: 闪避 → 取消,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,9,0.3,1.6,✓,0,118,InvokeAnimCancelEnd_L2,L2 招式 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,10,0.3,1.6,✓,0,119,TryToInvokeForceParryMode,★ 强制进入弹反模式,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,7,0.3,1.6,✓,0,137,JumpTable_137,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,5,0.3,0.333,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100383
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,41,0.5,6.667,★延续,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=1, field_2=1.0, field_3=1.0"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,13,0.6,1.6,✓,0,11,End If LS Move Queued,缓冲: 左摇杆移动 → 取消,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,12,0.6,1.6,✓,0,31,InvokeAnimCancelEnd_UseItem,道具使用 取消窗口,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,14,0.6,1.6,✓,0,32,End If Weapon Switch Queued,缓冲: 切武器 → 取消,★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,6,0.6,1.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100367
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,8,0.6,1.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100368
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,36,0.7,0.733,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,37,1.233,1.333,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=6"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,30,1.233,1.267,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,31,1.4,1.433,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130201,HardDeflectDmgMiddleL,重弹刀Dmg中左,1.6,32,1.433,1.533,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=5"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,19,0,0.7,✓,0,3,InvokeShieldBlock,★ 触发盾防御 (ArgB=角度),★★★★★,"ArgA=0.0, ArgB=90, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,17,0,1.6,✓,0,7,Disable Turning,禁止转身,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,0,0,1.6,✓,0,87,InvokeAttackAction_Complex,触发攻击判定 (复杂),★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,3,0,1.6,✓,0,117,InvokeAnimCancelEnd_L1,L1 防御 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,15,0,1.6,✓,0,133,JumpTable_133,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,16,0,1.6,✓,0,134,JumpTable_134,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,25,0,0.1,✓,16,,Blend,动画混合,★★,
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,4,0,0.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100285
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,20,0,0.033,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=380010
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,24,0,1.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100274
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,22,0,0.1,✓,96,,SpawnOneShotFFX,粒子·一次性,★★,"FFXID=30202, DummyPolyID=7, SlotID=-1, IsIgnoreDummyPolyAngle=0, IsFollowDummyPoly=0, IsRestrictToDummyPoly=0, ExtraSpawnCondition=0"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,23,0,0.1,✓,96,,SpawnOneShotFFX,粒子·一次性,★★,"FFXID=30204, DummyPolyID=7, SlotID=-1, IsIgnoreDummyPolyAngle=0, IsFollowDummyPoly=1, IsRestrictToDummyPoly=1, ExtraSpawnCondition=0"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,37,0,0.1,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=1, SoundID=6501"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,38,0,0.1,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=1, SoundID=4011"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,32,0,0.033,✓,145,,InvokeRumbleCam_Global1,震屏·全局1,★,"RumbleCamID=60, Condition=0"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,21,0,0.033,✓,401,,AddSpEffect_Multiplayer_401,添加状态效果·多人401,★★★,SpEffectID=150501
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,39,0,0.5,✓,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=4, field_2=1.0, field_3=1.0"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,18,0,0.6,✓,960,,Unknown_960,(未分类),★,
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,26,0.033,0.133,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=5"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,27,0.1,0.133,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=2001"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,1,0.2,1.6,✓,0,115,InvokeAnimCancelEnd_R1_LightKick,R1 攻击 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,2,0.2,1.6,✓,0,154,JumpTable_154,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,33,0.2,0.233,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,5,0.3,0.333,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100383
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,34,0.367,0.467,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,28,0.367,0.4,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,11,0.4,1.6,✓,0,26,End If Dodge Queued,缓冲: 闪避 → 取消,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,9,0.4,1.6,✓,0,118,InvokeAnimCancelEnd_L2,L2 招式 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,10,0.4,1.6,✓,0,119,TryToInvokeForceParryMode,★ 强制进入弹反模式,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,7,0.4,1.6,✓,0,137,JumpTable_137,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,40,0.5,6.667,★延续,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=1, field_2=1.0, field_3=1.0"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,13,0.6,1.6,✓,0,11,End If LS Move Queued,缓冲: 左摇杆移动 → 取消,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,12,0.6,1.6,✓,0,31,InvokeAnimCancelEnd_UseItem,道具使用 取消窗口,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,14,0.6,1.6,✓,0,32,End If Weapon Switch Queued,缓冲: 切武器 → 取消,★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,6,0.6,1.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100367
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,8,0.6,1.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100368
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,35,0.7,0.733,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,36,1.167,1.267,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=6"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,29,1.167,1.2,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,31,1.433,1.533,✓,112,,SpawnFFX_ByFloor,粒子·按地面材质,★★★,"FFXID=0, DummyPolyID=5"
a050_130202,HardDeflectDmgMiddleR,重弹刀Dmg中右,1.6,30,1.433,1.467,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,19,0,1.1,✓,0,3,InvokeShieldBlock,★ 触发盾防御 (ArgB=角度),★★★★★,"ArgA=0.0, ArgB=90, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,17,0,1.767,✓,0,7,Disable Turning,禁止转身,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,15,0,1.767,✓,0,133,JumpTable_133,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,16,0,1.767,✓,0,134,JumpTable_134,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,20,0,0.033,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=380010
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,24,0,1.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100296
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,25,0,1.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100274
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,26,0,1.3,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100397
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,22,0,0.1,✓,96,,SpawnOneShotFFX,粒子·一次性,★★,"FFXID=30202, DummyPolyID=7, SlotID=-1, IsIgnoreDummyPolyAngle=0, IsFollowDummyPoly=0, IsRestrictToDummyPoly=0, ExtraSpawnCondition=0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,23,0,0.1,✓,96,,SpawnOneShotFFX,粒子·一次性,★★,"FFXID=30204, DummyPolyID=7, SlotID=-1, IsIgnoreDummyPolyAngle=0, IsFollowDummyPoly=1, IsRestrictToDummyPoly=1, ExtraSpawnCondition=0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,27,0,0.033,✓,145,,InvokeRumbleCam_Global1,震屏·全局1,★,"RumbleCamID=61, Condition=0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,21,0,0.033,✓,401,,AddSpEffect_Multiplayer_401,添加状态效果·多人401,★★★,SpEffectID=150501
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,40,0,1,✓,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=4, field_2=1.0, field_3=1.0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,18,0,1,✓,960,,Unknown_960,(未分类),★,
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,41,0.033,0.133,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=1, SoundID=6501"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,28,0.1,0.133,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=2001"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,43,0.133,0.233,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=1, SoundID=4011"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,0,0.2,1.767,✓,0,87,InvokeAttackAction_Complex,触发攻击判定 (复杂),★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,36,0.2,0.233,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,37,0.233,0.333,✓,792,,InvokeFootSfxParam_Entity,脚步音效参数(实体),★★★,"FootSFXIndex=1, DummyPolyID=6, SlotID=-1, IsIgnoreDummyPolyAngle=1, IsFollowDummyPoly=0, IsRestrictToDummyPoly=1, ExtraSpawnCondition=0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,3,0.3,1.767,✓,0,117,InvokeAnimCancelEnd_L1,L1 防御 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,4,0.3,0.6,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100285
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,29,0.333,0.433,✓,792,,InvokeFootSfxParam_Entity,脚步音效参数(实体),★★★,"FootSFXIndex=1, DummyPolyID=5, SlotID=-1, IsIgnoreDummyPolyAngle=1, IsFollowDummyPoly=0, IsRestrictToDummyPoly=1, ExtraSpawnCondition=0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,1,0.6,1.767,✓,0,115,InvokeAnimCancelEnd_R1_LightKick,R1 攻击 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,2,0.6,1.767,✓,0,154,JumpTable_154,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,5,0.6,0.633,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100383
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,30,0.667,0.7,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=2001"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,38,0.7,0.733,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=9, SoundID=1000"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,11,0.8,1.767,✓,0,26,End If Dodge Queued,缓冲: 闪避 → 取消,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,9,0.8,1.767,✓,0,118,InvokeAnimCancelEnd_L2,L2 招式 取消窗口,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,10,0.8,1.767,✓,0,119,TryToInvokeForceParryMode,★ 强制进入弹反模式,★★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,7,0.8,1.767,✓,0,137,JumpTable_137,(未分类),★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,31,0.933,1.033,✓,792,,InvokeFootSfxParam_Entity,脚步音效参数(实体),★★★,"FootSFXIndex=1, DummyPolyID=5, SlotID=-1, IsIgnoreDummyPolyAngle=1, IsFollowDummyPoly=0, IsRestrictToDummyPoly=1, ExtraSpawnCondition=0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,13,1,1.767,✓,0,11,End If LS Move Queued,缓冲: 左摇杆移动 → 取消,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,12,1,1.767,✓,0,31,InvokeAnimCancelEnd_UseItem,道具使用 取消窗口,★★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,14,1,1.767,✓,0,32,End If Weapon Switch Queued,缓冲: 切武器 → 取消,★★★,"ArgA=0.0, ArgB=-1, ArgC=6"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,6,1,1.767,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100367
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,8,1,1.767,✓,67,,AddSpEffect,添加状态效果 (SpEffectID),★★★★★,SpEffectID=100368
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,42,1,6.667,★延续,607,,FacialExpressionAdditive,面部表情叠加,★,"field_1=1, field_2=1.0, field_3=1.0"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,32,1.133,1.167,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
a050_130300,HardDeflectDmgLarge,重弹刀Dmg大,1.767,33,1.267,1.3,✓,128,,PlaySound_General,音效·通用,★★★,"SoundType=8, SoundID=1001"
